dm_time,send_date,send_month,send_time,text,user_id
0 days 00:02:38.013000000,2021-01-11,2021-01,2021-01-11 01:19:12,很多企业只有三天哦,ab9fc772
0 days 00:04:22.351000000,2021-01-11,2021-01,2021-01-11 01:18:58,传说中……,e15d2db5
0 days 00:12:57.055000000,2021-01-11,2021-01,2021-01-11 01:18:54,呵呵呵,ea2aa2a3
0 days 00:03:30.206000000,2021-01-11,2021-01,2021-01-11 01:18:45,up就是PDD前员工啊,256d040d
0 days 00:08:09.117000000,2021-01-11,2021-01,2021-01-11 01:18:43,脉脉对匿名信息没有隐私？,c5be829b
0 days 00:02:01.425000000,2021-01-11,2021-01,2021-01-11 01:18:42,380小时，每天将近13小时。。。拼多多这样的公司不倒闭还有天理么,774180be
0 days 00:10:38.805000000,2021-01-11,2021-01,2021-01-11 01:18:20,强力投诉，最好提交诉讼。至少公司会和你提请和解。,210422c4
0 days 00:00:56.598000000,2021-01-11,2021-01,2021-01-11 01:18:17,热门安排！！,d8850d7a
0 days 00:15:07.625000000,2021-01-11,2021-01,2021-01-11 01:18:11,加油，我也是一名hr ，被公司违法辞退，今天劳动仲裁开庭，希望一切顺利,d446d2a3
0 days 00:00:19.419000000,2021-01-11,2021-01,2021-01-11 01:18:03,保护,b47823d9
0 days 00:07:24.423000000,2021-01-11,2021-01,2021-01-11 01:17:51,这么惨也愉快的忍受了一年多,862f1250
0 days 00:14:08.984000000,2021-01-11,2021-01,2021-01-11 01:17:50,说的对,7fc4a865
0 days 00:11:52.281000000,2021-01-11,2021-01,2021-01-11 01:17:41,领导的这种言论 让他问问他自己,ea2aa2a3
0 days 00:12:25.939000000,2021-01-11,2021-01,2021-01-11 01:17:38,延期？不存在，分分KPI找你麻烦,8cfc73c6
0 days 00:01:01.282000000,2021-01-11,2021-01,2021-01-11 01:17:36,上热门！！,e22edbce
0 days 00:00:56.826000000,2021-01-11,2021-01,2021-01-11 01:17:31,三连,e22edbce
0 days 00:11:49.525000000,2021-01-11,2021-01,2021-01-11 01:17:30,哈哈哈哈,ee1dc07d
0 days 00:05:22.579000000,2021-01-11,2021-01,2021-01-11 01:17:20,拼多多不是年假加班一天一万嘛，还好多人报名,c29b3d2
0 days 00:11:46.571000000,2021-01-11,2021-01,2021-01-11 01:17:15,呵呵,ea2aa2a3
0 days 00:00:39.132000000,2021-01-11,2021-01,2021-01-11 01:17:13,谢谢你站出来发声,e22edbce
0 days 00:00:29.714000000,2021-01-11,2021-01,2021-01-11 01:17:04,顶顶顶,e22edbce
0 days 00:14:53.755000000,2021-01-11,2021-01,2021-01-11 01:17:04,持续支持,bc4ce56c
0 days 00:00:24.985000000,2021-01-11,2021-01,2021-01-11 01:16:59,上去上去上去,e22edbce
0 days 00:09:20.324000000,2021-01-11,2021-01,2021-01-11 01:16:49,salute,30f0340f
0 days 00:00:13.836000000,2021-01-11,2021-01,2021-01-11 01:16:36,加油！,f6a73d14
0 days 00:00:08.336000000,2021-01-11,2021-01,2021-01-11 01:16:31,保护,f6a73d14
0 days 00:06:36.624000000,2021-01-11,2021-01,2021-01-11 01:16:18,不开除我，我就忍着不说，毕竟工资收入还可以,862f1250
0 days 00:03:27.693000000,2021-01-11,2021-01,2021-01-11 01:16:17,卸载app,570cb553
0 days 00:00:27.077000000,2021-01-11,2021-01,2021-01-11 01:16:17,鼓励,ed90960f
0 days 00:00:19.503000000,2021-01-11,2021-01,2021-01-11 01:16:09,加油,ed90960f
0 days 00:08:16.522000000,2021-01-11,2021-01,2021-01-11 01:15:59,会上b站,80fa6b58
0 days 00:09:01.163000000,2021-01-11,2021-01,2021-01-11 01:15:45,加油,24a5ed06
0 days 00:09:31.172000000,2021-01-11,2021-01,2021-01-11 01:15:45,陌陌该死,e4728379
0 days 00:00:19.287000000,2021-01-11,2021-01,2021-01-11 01:14:29,保护,974f2cbe
0 days 00:00:23.468000000,2021-01-11,2021-01,2021-01-11 01:14:00,三连了,9d6ed259
0 days 00:08:31.870000000,2021-01-11,2021-01,2021-01-11 01:13:31,吃人,fbb9d3d0
0 days 00:00:37.423000000,2021-01-11,2021-01,2021-01-11 01:13:12,保护,1d1be4f2
0 days 00:09:16.620000000,2021-01-11,2021-01,2021-01-11 01:12:58,干的漂亮（保留证据）,7fc4a865
0 days 00:08:51.951000000,2021-01-11,2021-01,2021-01-11 01:12:47,牛逼,de9255ad
0 days 00:00:26.578000000,2021-01-11,2021-01,2021-01-11 01:12:45,已一键三连！！！！！！,c5eb0ed9
0 days 00:07:47.510000000,2021-01-11,2021-01,2021-01-11 01:12:42,还需要抹黑？,8cfc73c6
0 days 00:00:07.891000000,2021-01-11,2021-01,2021-01-11 01:12:41,保护,5e51fa67
0 days 00:04:33.884000000,2021-01-11,2021-01,2021-01-11 01:12:18,可以不去pdd上班啊 非要在那干吗,f5e2c533
0 days 00:02:27.177000000,2021-01-11,2021-01,2021-01-11 01:12:10,很多企业只有三天,dd91fb10
0 days 00:00:10.523000000,2021-01-11,2021-01,2021-01-11 01:12:07,加油！,e29a7ab0
0 days 00:10:03.704000000,2021-01-11,2021-01,2021-01-11 01:11:57,必须点赞,41cdfbf3
0 days 00:06:59.746000000,2021-01-11,2021-01,2021-01-11 01:11:54,健在……,8cfc73c6
0 days 00:01:35.626000000,2021-01-11,2021-01,2021-01-11 01:11:47,亲！你不该露脸，以后怎么找工作？,6491d81
0 days 00:00:33.943000000,2021-01-11,2021-01,2021-01-11 01:11:39,顶顶顶 给我上热门,904267f7
0 days 00:02:40.822000000,2021-01-11,2021-01,2021-01-11 01:11:25,我们么得,49c15a62
0 days 00:14:36.715000000,2021-01-11,2021-01,2021-01-11 01:11:22,你们不要PDD  来表示拼多多好嘛      我以为PDD  也入股拼多多,4fafa925
0 days 00:00:26.658000000,2021-01-11,2021-01,2021-01-11 01:11:19,顶起来啊，第一次投币！,29fc0e9
0 days 00:08:38.635000000,2021-01-11,2021-01,2021-01-11 01:11:14,当着他面撕掉扔在他脸上！！,815328cd
0 days 00:03:30.023000000,2021-01-11,2021-01,2021-01-11 01:10:53,保护,fcfc74c6
0 days 00:00:05.268000000,2021-01-11,2021-01,2021-01-11 01:10:51,帮顶,3a507c72
0 days 00:00:10.265000000,2021-01-11,2021-01,2021-01-11 01:10:49,保护,2bdaf947
0 days 00:00:56.989000000,2021-01-11,2021-01,2021-01-11 01:10:47,直接三联,fffb4c18
0 days 00:09:36.744000000,2021-01-11,2021-01,2021-01-11 01:10:45,Respect,dac79623
0 days 00:03:45.712000000,2021-01-11,2021-01,2021-01-11 01:10:29,无良商家黑心老板,182d0126
0 days 00:01:08.951000000,2021-01-11,2021-01,2021-01-11 01:10:03,加油加油加油加油！！！！,81d22cb8
0 days 00:02:39.111000000,2021-01-11,2021-01,2021-01-11 01:09:58,比惨了比惨了，底层人开始比惨了,45182b54
0 days 00:04:31.291000000,2021-01-11,2021-01,2021-01-11 01:09:58,富士康跟拼多多一样的,3602869
0 days 00:04:19.291000000,2021-01-11,2021-01,2021-01-11 01:09:46,拼多多=富士康 都是血汗工厂,3602869
0 days 00:14:23.474000000,2021-01-11,2021-01,2021-01-11 01:09:46,思路清晰,f4ea7c33
0 days 00:01:26.622000000,2021-01-11,2021-01,2021-01-11 01:09:45,加油勇士,5c107d3d
0 days 00:04:40.168000000,2021-01-11,2021-01,2021-01-11 01:09:14,加油！,93e27ef0
0 days 00:00:14.901000000,2021-01-11,2021-01,2021-01-11 01:09:13,保护,1f663f59
0 days 00:00:06.119000000,2021-01-11,2021-01,2021-01-11 01:09:04,保护,1f663f59
0 days 00:02:25.641000000,2021-01-11,2021-01,2021-01-11 01:08:55,我之前的公司也是,d446d2a3
0 days 00:15:08.449000000,2021-01-11,2021-01,2021-01-11 01:08:52,加油，加油,5b39f675
0 days 00:15:14.238000000,2021-01-11,2021-01,2021-01-11 01:08:45,加油,f47a382
0 days 00:13:42.852000000,2021-01-11,2021-01,2021-01-11 01:08:40,外面趴着一群人想去呢,1e4658f7
0 days 00:13:21.101000000,2021-01-11,2021-01,2021-01-11 01:08:19,在我国，总有人干的，放心吧,1e4658f7
0 days 00:12:15.108000000,2021-01-11,2021-01,2021-01-11 01:08:10,卧槽这不是正常人应该说的吗,7cceaee9
0 days 00:15:02.395000000,2021-01-11,2021-01,2021-01-11 01:08:01,俺40后的，喜欢你这宝贝,c3325f6a
0 days 00:10:16.733000000,2021-01-11,2021-01,2021-01-11 01:07:43,加油,43d7b170
0 days 00:00:13.083000000,2021-01-11,2021-01,2021-01-11 01:07:38,加油！！！！,990d4759
0 days 00:00:06.922000000,2021-01-11,2021-01,2021-01-11 01:07:32,三连！！！,990d4759
0 days 00:05:21.104000000,2021-01-11,2021-01,2021-01-11 01:07:32,支持,bc4ce56c
0 days 00:00:14.566000000,2021-01-11,2021-01,2021-01-11 01:07:29,顶！！！！,5b521890
0 days 00:00:18.853000000,2021-01-11,2021-01,2021-01-11 01:07:18,保护,b876e3bf
0 days 00:02:35.619000000,2021-01-11,2021-01,2021-01-11 01:07:15,我们国庆只有三天,1a33e82a
0 days 00:06:02.819000000,2021-01-11,2021-01,2021-01-11 01:07:07,匿名,ab143898
0 days 00:10:25.664000000,2021-01-11,2021-01,2021-01-11 01:07:06,投了,7115663e
0 days 00:14:05.248000000,2021-01-11,2021-01,2021-01-11 01:07:04,婆，喜欢你,c3325f6a
0 days 00:00:49.076000000,2021-01-11,2021-01,2021-01-11 01:07:01,已三连,878f424
0 days 00:13:41.528000000,2021-01-11,2021-01,2021-01-11 01:06:40,你好的,c3325f6a
0 days 00:10:09.556000000,2021-01-11,2021-01,2021-01-11 01:06:39,出来打工，讲什么情怀。要钱就是天经地义的,19389dba
0 days 00:15:18.506000000,2021-01-11,2021-01,2021-01-11 01:06:35,就冲有女朋友这一点本想三连的我只投了个币,e30602b1
0 days 00:03:31.263000000,2021-01-11,2021-01,2021-01-11 01:06:27,不愧是拼多多,2b5d10ca
0 days 00:14:53.220000000,2021-01-11,2021-01,2021-01-11 01:06:14,up主加油,5ea1e863
0 days 00:00:12.203000000,2021-01-11,2021-01,2021-01-11 01:06:10,拼多多已卸载,dd89252c
0 days 00:14:03.905000000,2021-01-11,2021-01,2021-01-11 01:05:55,保护,a9b4112a
0 days 00:01:03.733000000,2021-01-11,2021-01,2021-01-11 01:05:43,能知道薪资结构水平吗,fd812bc8
0 days 00:03:35.309000000,2021-01-11,2021-01,2021-01-11 01:05:31,这种强度 后前就是用钱换命,c9603ff
0 days 00:10:23.680000000,2021-01-11,2021-01,2021-01-11 01:05:21,你这个挺好 做的很棒,1e4658f7
0 days 00:02:56.819000000,2021-01-11,2021-01,2021-01-11 01:05:02,重点领导视察,a5220f7c
0 days 00:00:39.451000000,2021-01-11,2021-01,2021-01-11 01:05:02,顶上去,9aade709
0 days 00:02:17.227000000,2021-01-11,2021-01,2021-01-11 01:05:00,给我上首页,489f770
0 days 00:09:40.173000000,2021-01-11,2021-01,2021-01-11 01:04:59,太可恶了,c3325f6a
0 days 00:08:42.785000000,2021-01-11,2021-01,2021-01-11 01:04:36,我特？,7cceaee9
0 days 00:09:16.306000000,2021-01-11,2021-01,2021-01-11 01:04:35,他们不让你发，我来发,c3325f6a
0 days 00:12:45.499000000,2021-01-11,2021-01,2021-01-11 01:04:23,活太多，老板为什么不多招人？,c204f00b
0 days 00:09:21.599000000,2021-01-11,2021-01,2021-01-11 01:04:19,赔你钱了吗,1e4658f7
0 days 00:13:49.906000000,2021-01-11,2021-01,2021-01-11 01:04:02,成熟不是无底线的忍让。,705816c3
0 days 00:00:42.648000000,2021-01-11,2021-01,2021-01-11 01:03:56,支持，保护,d29ddcd1
0 days 00:01:45.379000000,2021-01-11,2021-01,2021-01-11 01:03:43,带血的商品我们不买,a5220f7c
0 days 00:07:49.912000000,2021-01-11,2021-01,2021-01-11 01:03:42,抹黑？这不是事实？,7cceaee9
0 days 00:07:59.322000000,2021-01-11,2021-01,2021-01-11 01:03:39,问怎么查的，挨个排除懂了吗,343da13c
0 days 00:14:13.659000000,2021-01-11,2021-01,2021-01-11 01:03:28,加油,43234f37
0 days 00:08:56.916000000,2021-01-11,2021-01,2021-01-11 01:03:11,支持你！,663eedae
0 days 00:13:39.598000000,2021-01-11,2021-01,2021-01-11 01:03:04,hr就是拿公司工资的dog呀,a045c17
0 days 00:13:52.196000000,2021-01-11,2021-01,2021-01-11 01:02:53,卸,8a2fe269
0 days 00:14:14.427000000,2021-01-11,2021-01,2021-01-11 01:02:40,三连支持了！,e31a4b98
0 days 00:00:04.379000000,2021-01-11,2021-01,2021-01-11 01:02:29,保护,d7c64566
0 days 00:06:45.498000000,2021-01-11,2021-01,2021-01-11 01:02:25,问匿名的真是年轻人啊,343da13c
0 days 00:12:18.108000000,2021-01-11,2021-01,2021-01-11 01:02:16,这是人的正常反应,705816c3
0 days 00:00:27.419000000,2021-01-11,2021-01,2021-01-11 01:02:06,腊鸡拼多多,a5220f7c
0 days 00:01:01.483000000,2021-01-11,2021-01,2021-01-11 01:02:03,希望不是热度,a9c916a2
0 days 00:09:52.958000000,2021-01-11,2021-01,2021-01-11 01:01:59,有勇气,92775a4b
0 days 00:00:15.948000000,2021-01-11,2021-01,2021-01-11 01:01:43,保护,16cdd5f5
0 days 00:11:02.232000000,2021-01-11,2021-01,2021-01-11 01:01:39,干他,55966fb3
0 days 00:09:39.891000000,2021-01-11,2021-01,2021-01-11 01:01:37,HR老拿背调威胁人,92775a4b
0 days 00:02:56.519000000,2021-01-11,2021-01,2021-01-11 01:01:33,工资还是很高的40w左右吧普通员工,701dd698
0 days 00:02:41.939000000,2021-01-11,2021-01,2021-01-11 01:01:26,没啥拼多多出了这么多事，股价还那么坚挺？？？,e6f026e4
0 days 00:10:16.099000000,2021-01-11,2021-01,2021-01-11 01:01:22,律师费募捐众筹，兄弟支持你,c204f00b
0 days 00:05:28.909000000,2021-01-11,2021-01,2021-01-11 01:01:21,神经啊纠结是不是最聪明,7cceaee9
0 days 00:05:15.909000000,2021-01-11,2021-01,2021-01-11 01:01:09,说了是几乎最聪明啊怎么了,7cceaee9
0 days 00:00:04.620000000,2021-01-11,2021-01,2021-01-11 01:01:03,我转发平常加的技术群了,f1f6217c
0 days 00:03:52.066000000,2021-01-11,2021-01,2021-01-11 01:00:51,卸载了。,80e7c89d
0 days 00:10:50.901000000,2021-01-11,2021-01,2021-01-11 01:00:48,我来了,705816c3
0 days 00:10:45.592000000,2021-01-11,2021-01,2021-01-11 01:00:47,牛逼啊兄弟,55966fb3
0 days 00:09:27.337000000,2021-01-11,2021-01,2021-01-11 01:00:38,多多太狠了,eda127ee
0 days 00:10:40.055000000,2021-01-11,2021-01,2021-01-11 01:00:36,起来,55966fb3
0 days 00:05:10.865000000,2021-01-11,2021-01,2021-01-11 01:00:30,太虚您好,c3325f6a
0 days 00:02:32.270000000,2021-01-11,2021-01,2021-01-11 01:00:13,太惨了我的天,896a73af
0 days 00:02:35.241000000,2021-01-11,2021-01,2021-01-11 00:59:51,高三？你这辈子有几个高三？,ce5b23e9
0 days 00:00:34.679000000,2021-01-11,2021-01,2021-01-11 00:59:43,保护,33efb869
0 days 00:10:19.823000000,2021-01-11,2021-01,2021-01-11 00:59:40,加油兄弟,55966fb3
0 days 00:00:04.470000000,2021-01-11,2021-01,2021-01-11 00:59:01,保护,33efb869
0 days 00:10:07.874000000,2021-01-11,2021-01,2021-01-11 00:59:00,牛逼啊兄弟,55966fb3
0 days 00:14:10.072000000,2021-01-11,2021-01,2021-01-11 00:58:55,真想把币都给你,ef3fa5e
0 days 00:00:06.019000000,2021-01-11,2021-01,2021-01-11 00:58:45,特来三连,55966fb3
0 days 00:00:44.681000000,2021-01-11,2021-01,2021-01-11 00:58:42,没啥拼多多出了这么多事，股价还那么坚挺？？？,e6f026e4
0 days 00:01:10.964000000,2021-01-11,2021-01,2021-01-11 00:58:31,顶上去,aaf0b011
0 days 00:08:24.570000000,2021-01-11,2021-01,2021-01-11 00:58:22,？,705816c3
0 days 00:06:26.534000000,2021-01-11,2021-01,2021-01-11 00:58:19,做得对，三观正,92775a4b
0 days 00:13:48.739000000,2021-01-11,2021-01,2021-01-11 00:57:58,请保持这份学生气,9eb7bc12
0 days 00:07:41.027000000,2021-01-11,2021-01,2021-01-11 00:57:37,这算抹黑？这不是事实吗。,705816c3
0 days 00:01:37.906000000,2021-01-11,2021-01,2021-01-11 00:57:30,卸载拼多多,7cceaee9
0 days 00:01:25.903000000,2021-01-11,2021-01,2021-01-11 00:57:18,？？？？？,7cceaee9
0 days 00:04:42.576000000,2021-01-11,2021-01,2021-01-11 00:57:07,值得拿命去换的不应该是钱,72a0ac8a
0 days 00:00:40.403000000,2021-01-11,2021-01,2021-01-11 00:56:33,保护我方开发,7cceaee9
0 days 00:15:19.000000000,2021-01-11,2021-01,2021-01-11 00:56:19,加油,629027d7
0 days 00:10:35.202000000,2021-01-11,2021-01,2021-01-11 00:56:17,哈哈，好,dc501377
0 days 00:10:55.384000000,2021-01-11,2021-01,2021-01-11 00:56:08,你说的这些太片面了,5965e73e
0 days 00:06:15.698000000,2021-01-11,2021-01,2021-01-11 00:56:00,哈哈哈求胜欲,705816c3
0 days 00:11:02.499000000,2021-01-11,2021-01,2021-01-11 00:55:37,github啊,85607a3a
0 days 00:10:24.461000000,2021-01-11,2021-01,2021-01-11 00:55:32,加油！！！,9b93c6ae
0 days 00:09:05.452000000,2021-01-11,2021-01,2021-01-11 00:55:02,干他,fc1db046
0 days 00:12:28.513000000,2021-01-11,2021-01,2021-01-11 00:54:56,哪种话？真话？,c0f320a0
0 days 00:08:56.156000000,2021-01-11,2021-01,2021-01-11 00:54:53,霸气,fc1db046
0 days 00:02:58.421000000,2021-01-11,2021-01,2021-01-11 00:54:49,想哭,92775a4b
0 days 00:02:46.922000000,2021-01-11,2021-01,2021-01-11 00:54:37,生活何必这么累，这还哪有生活,92775a4b
0 days 00:04:05.225000000,2021-01-11,2021-01,2021-01-11 00:53:49,是的没错,705816c3
0 days 00:01:57.421000000,2021-01-11,2021-01,2021-01-11 00:53:48,挺好的，真才是等待年轻人该有的样子,92775a4b
0 days 00:10:23.699000000,2021-01-11,2021-01,2021-01-11 00:53:48,膈应死他,9eb7bc12
0 days 00:08:32.832000000,2021-01-11,2021-01,2021-01-11 00:53:35,公司一直说告诉你会动档案哈哈哈，hr就会玩这招,9b93c6ae
0 days 00:02:40.366000000,2021-01-11,2021-01,2021-01-11 00:53:35,前面那个高三3天的杠精真是笑死人，太年轻了吧,83a5cd7f
0 days 00:13:50.951000000,2021-01-11,2021-01,2021-01-11 00:53:31,666666,8511e449
0 days 00:03:14.203000000,2021-01-11,2021-01,2021-01-11 00:52:58,会得白血病,705816c3
0 days 00:04:07.614000000,2021-01-11,2021-01,2021-01-11 00:52:25,世界不该是这样的,3dba1eb2
0 days 00:02:37.389000000,2021-01-11,2021-01,2021-01-11 00:52:21,5天算好了。。。,705816c3
0 days 00:14:47.148000000,2021-01-11,2021-01,2021-01-11 00:52:17,up主加油,d4b8ac87
0 days 00:00:15.921000000,2021-01-11,2021-01,2021-01-11 00:52:06,顶上去,92775a4b
0 days 00:14:26.346000000,2021-01-11,2021-01,2021-01-11 00:51:56,up主太不容易了,d4b8ac87
0 days 00:06:09.752000000,2021-01-11,2021-01,2021-01-11 00:51:43,匿名都被查了？？,47e65feb
0 days 00:02:58.595000000,2021-01-11,2021-01,2021-01-11 00:51:13,工资多少,eda127ee
0 days 00:01:57.659000000,2021-01-11,2021-01,2021-01-11 00:50:51,笑喷，拼多多的坑位,c204f00b
0 days 00:02:33.265000000,2021-01-11,2021-01,2021-01-11 00:50:48,只有三天,eda127ee
0 days 00:00:02.599000000,2021-01-11,2021-01,2021-01-11 00:50:27,保护,cb11bed1
0 days 00:09:22.251000000,2021-01-11,2021-01,2021-01-11 00:50:23,没签字很对 告他n+1,629027d7
0 days 00:04:36.484000000,2021-01-11,2021-01,2021-01-11 00:50:13,这个世界不该是这样的,fc1db046
0 days 00:14:28.635000000,2021-01-11,2021-01,2021-01-11 00:50:13,支持！,370041ca
0 days 00:13:13.598000000,2021-01-11,2021-01,2021-01-11 00:49:19,又想招聪明人进来干活，又想把人当傻子忽悠,e6846ee5
0 days 00:03:42.356000000,2021-01-11,2021-01,2021-01-11 00:49:15,我直接好家伙！！！,47e65feb
0 days 00:03:16.230000000,2021-01-11,2021-01,2021-01-11 00:48:49,好家伙,47e65feb
0 days 00:00:24.616000000,2021-01-11,2021-01,2021-01-11 00:48:41,加油,156b442f
0 days 00:08:36.562000000,2021-01-11,2021-01,2021-01-11 00:48:24,最聪明？,897b236c
0 days 00:14:14.419000000,2021-01-11,2021-01,2021-01-11 00:48:22,加油！孩子,bf38c15c
0 days 00:10:27.449000000,2021-01-11,2021-01,2021-01-11 00:48:20,佩服,f74f3f36
0 days 00:01:40.345000000,2021-01-11,2021-01,2021-01-11 00:47:55,加油,d7241ddf
0 days 00:09:10.864000000,2021-01-11,2021-01,2021-01-11 00:47:43,兄弟 挺你,d3ee327c
0 days 00:09:01.864000000,2021-01-11,2021-01,2021-01-11 00:47:34,牛笔,d3ee327c
0 days 00:15:11.516000000,2021-01-11,2021-01,2021-01-11 00:47:27,挺你,97f2f6bb
0 days 00:00:15.863000000,2021-01-11,2021-01,2021-01-11 00:47:25,加油,ca6ab3f7
0 days 00:08:40.378000000,2021-01-11,2021-01,2021-01-11 00:47:23,干得漂亮！,64566180
0 days 00:05:45.614000000,2021-01-11,2021-01,2021-01-11 00:47:23,太难了，一定要发声,3c5af4f6
0 days 00:08:46.913000000,2021-01-11,2021-01,2021-01-11 00:47:12,好,8edbe2c0
0 days 00:00:36.150000000,2021-01-11,2021-01,2021-01-11 00:47:10,加油加油,12d627cc
0 days 00:08:21.863000000,2021-01-11,2021-01,2021-01-11 00:46:54,哈哈哈哈笑死 我擦 以为自己是国企,d3ee327c
0 days 00:03:48.353000000,2021-01-11,2021-01,2021-01-11 00:46:54,不愧是并夕夕,bbaee62c
0 days 00:14:48.206000000,2021-01-11,2021-01,2021-01-11 00:46:50,血汗工厂,48140eaa
0 days 00:00:05.022000000,2021-01-11,2021-01,2021-01-11 00:46:48,保护,49a39059
0 days 00:00:39.292000000,2021-01-11,2021-01,2021-01-11 00:46:41,保护,fad3d7a6
0 days 00:14:15.151000000,2021-01-11,2021-01,2021-01-11 00:46:17,爷们,48140eaa
0 days 00:12:36.387000000,2021-01-11,2021-01,2021-01-11 00:46:17,本分了吗,2c326186
0 days 00:13:55.043000000,2021-01-11,2021-01,2021-01-11 00:45:56,老哥稳,48140eaa
0 days 00:13:37.123000000,2021-01-11,2021-01,2021-01-11 00:45:39,pdd用钱让人闭嘴,48140eaa
0 days 00:08:11.754000000,2021-01-11,2021-01,2021-01-11 00:45:38,n+1赔偿，加班费赔偿,f0139b22
0 days 00:03:22.431000000,2021-01-11,2021-01,2021-01-11 00:45:30,已卸载,4b76643
0 days 00:00:00.000000000,2021-01-11,2021-01,2021-01-11 00:45:28,表达能力挺好，优秀，支持,357119ba
0 days 00:00:28.719000000,2021-01-11,2021-01,2021-01-11 00:45:26,保护,e96ebf99
0 days 00:13:20.173000000,2021-01-11,2021-01,2021-01-11 00:45:22,以钱侮辱员工,48140eaa
0 days 00:13:01.936000000,2021-01-11,2021-01,2021-01-11 00:45:03,为了钱，pdd就可以践踏尊严？,48140eaa
0 days 00:00:16.259000000,2021-01-11,2021-01,2021-01-11 00:44:37,保护,d50b31df
0 days 00:00:07.817000000,2021-01-11,2021-01,2021-01-11 00:44:36,保护,f1c68e98
0 days 00:03:42.405000000,2021-01-11,2021-01,2021-01-11 00:44:11,一直讨厌拼夕夕！早卸载了,da945d2f
0 days 00:00:24.809000000,2021-01-11,2021-01,2021-01-11 00:44:11,三连！转发,14ecb1ca
0 days 00:08:17.030000000,2021-01-11,2021-01,2021-01-11 00:43:49,加油！祝好，想来头条私聊帮忙内推,480ce310
0 days 00:15:07.962000000,2021-01-11,2021-01,2021-01-11 00:43:25,已卸载PDD,7c96cc8d
0 days 00:01:31.166000000,2021-01-11,2021-01,2021-01-11 00:43:00,每个月300 耳朵呢,8a09f6f9
0 days 00:02:29.693000000,2021-01-11,2021-01,2021-01-11 00:42:58,支持支持！支持每一个勇士,da945d2f
0 days 00:14:25.518000000,2021-01-11,2021-01,2021-01-11 00:42:43,牛逼,7c96cc8d
0 days 00:15:18.506000000,2021-01-11,2021-01,2021-01-11 00:42:29,加油,f8afb9d8
0 days 00:14:11.309000000,2021-01-11,2021-01,2021-01-11 00:42:29,保护，加油,7c96cc8d
0 days 00:00:04.419000000,2021-01-11,2021-01,2021-01-11 00:42:23,顶上去,44ee0482
0 days 00:15:18.506000000,2021-01-11,2021-01,2021-01-11 00:42:21,三连给你,efeea31
0 days 00:00:06.835000000,2021-01-11,2021-01,2021-01-11 00:42:09,顶起来,e5851cc7
0 days 00:00:24.246000000,2021-01-11,2021-01,2021-01-11 00:42:08,up加油,141a3a6
0 days 00:13:48.364000000,2021-01-11,2021-01,2021-01-11 00:42:06,HR是真的狗,7c96cc8d
0 days 00:12:14.874000000,2021-01-11,2021-01,2021-01-11 00:42:04,因为你是个勇敢的人,cd99bb86
0 days 00:00:07.029000000,2021-01-11,2021-01,2021-01-11 00:41:59,默默支持你,edd4acef
0 days 00:08:19.830000000,2021-01-11,2021-01,2021-01-11 00:41:50,应届来的，好欺负,28215015
0 days 00:13:29.579000000,2021-01-11,2021-01,2021-01-11 00:41:47,说的都是屁话,7c96cc8d
0 days 00:09:32.111000000,2021-01-11,2021-01,2021-01-11 00:41:34,老哥加油,48140eaa
0 days 00:14:10.910000000,2021-01-11,2021-01,2021-01-11 00:41:32,兄弟不容易，加油,efeea31
0 days 00:00:33.149000000,2021-01-11,2021-01,2021-01-11 00:41:26,保护,62f0b34c
0 days 00:13:03.775000000,2021-01-11,2021-01,2021-01-11 00:41:21,我也笑了,7c96cc8d
0 days 00:14:19.718000000,2021-01-11,2021-01,2021-01-11 00:41:20,支持你 ,56f98d23
0 days 00:00:14.517000000,2021-01-11,2021-01,2021-01-11 00:41:13,顶,398fb89f
0 days 00:14:54.700000000,2021-01-11,2021-01,2021-01-11 00:41:12,拉上领导吧,44338f33
0 days 00:14:06.368000000,2021-01-11,2021-01,2021-01-11 00:41:06,听哭了 ,56f98d23
0 days 00:12:54.804000000,2021-01-11,2021-01,2021-01-11 00:41:04,哈哈，这逻辑,dc72fa06
0 days 00:13:26.756000000,2021-01-11,2021-01,2021-01-11 00:40:58,up牛逼！,66698796
0 days 00:04:27.845000000,2021-01-11,2021-01,2021-01-11 00:40:28,兄弟 你不应该露脸的～,1e4658f7
0 days 00:10:41.114000000,2021-01-11,2021-01,2021-01-11 00:40:20,加油,cd99bb86
0 days 00:00:39.191000000,2021-01-11,2021-01,2021-01-11 00:39:57,我还没毕业，希望我也可以像你一样勇敢,95f7ad18
0 days 00:13:14.868000000,2021-01-11,2021-01,2021-01-11 00:39:51,真相了,d40d3df6
0 days 00:00:18.862000000,2021-01-11,2021-01,2021-01-11 00:39:36,加油，有勇气,95f7ad18
0 days 00:10:47.260000000,2021-01-11,2021-01,2021-01-11 00:39:35,维护合法权益，加油！,37f16784
0 days 00:00:19.943000000,2021-01-11,2021-01,2021-01-11 00:39:28,弹幕区的，人家年薪50w，你们bb啥,bf3a295f
0 days 00:08:10.499000000,2021-01-11,2021-01,2021-01-11 00:39:26,和hr谈话一定要录音,680f7bd7
0 days 00:00:14.510000000,2021-01-11,2021-01,2021-01-11 00:39:21,保护,3db2e549
0 days 00:00:21.112000000,2021-01-11,2021-01,2021-01-11 00:39:17,告他！！！,c8af4247
0 days 00:08:30.492000000,2021-01-11,2021-01,2021-01-11 00:38:47,又一次证明了职场录音笔的重要性,36570099
